timestamp,drone_id,state,x,y,z,lat,lon,alt_m,battery_pct,payload
2026-09-09 02:27:37.000,drone1,RESTING_ON_SLOT,-2.50,-37.50,4.30,16.496762,80.500477,22.30,100.0,NONE
2026-09-09 02:27:37.000,drone2,RESTING_ON_SLOT,-1.50,-37.50,4.30,16.496762,80.500486,22.30,100.0,NONE
2026-09-09 02:27:37.000,drone3,RESTING_ON_SLOT,-0.50,-37.50,4.30,16.496762,80.500495,22.30,100.0,NONE
2026-09-09 02:27:37.000,drone4,RESTING_ON_SLOT,0.50,-37.50,4.30,16.496762,80.500505,22.30,100.0,NONE
